query_id,answer
zOPJL7s1xe33rmLV,184aa14b5ef7acbf 42b08df7383700d1 e72f2cd201ef8ba8 05fe0035cc7fb556 e3b1b227830d6494 1b094974b72b1ecb 6fa574ce892c8fa7 c68fee332a88a1b1 0a0b5b356f5fbaf4 2fcb07c290901ad0 7ba625f7f8b8eeb3 1176c56524d3077b 03ec720e0dec3cf9 116914610b28e41d dc2dec108664a40d 72ab294ea2455573 da203ab28d2ecb67 0a1049a282b36b6f d06e72a61358b1bc 0b39dc8108ca6ca3 c9ba592dd9e05677 17783fe7dd763116 f0097e04bbae9c6a cb027a43a4a78c9f 65bfafd980d31439 3ce46faadb6ead7d 9011fbdfa3aaa21c 6e53440b9261f646 efc5cf71ddc14925 b774e84fc484cda0 262996d3d21ff6dc 8db06de3125324fa 912bca3205ca3747 295224aa0f74299b 867fed66c720167e ad12c0b51410e0ae 01877c02f5cd2818 b19ce38c96148c56 5de1fbb49f231296 37350fa072840e99 34d155fc2ef5411a abb66689320c2821 222faea11dbc19ec 581d2b02088c560e f280973a921fd92e cb48d9f74347ff31 bd1fdbd1399d2a88 d495c2800b4b7ec8 28c869ad3ab1402a 340f27dc2f99b824
1wHqbMM2aZUkdeup,3a79879f3a8eee74 7d1f0b83d5289528 d399a2cdb46234f6 1aeece1af2839352 2b149ea9f6693570 3c17c8f233c4d101 b1df68ccd014e6f4 7cbf69daaeac8fe0 dda3b30472e65444 481c6468b1947079 b5bbebbc0759af67 da27fcf86af41373 bc48a9b14f793ae3 287654aa9fff4579 6fc584c359e0b4d0 3ceabfb38214df6e a4ba4bc1d9e23b85 66149c7afc8a13af ce61e3f8cc1526b3 f0c6d11d0d6e2e01 46f86b9a361cfdec 645833cb011a027b fdc2d780f53ab7a8 d97bec8e073897aa 45fcbb1471564da5 2744c32309e601e8 a8ac1b75a10658d4 d15a7fd03c261ee5 bcef17b76fb37baf b2b263dcccc2a383 fffb1ed8aa63ee72 e45565fe8450222c b74b4135827b44d8 c1fc3abdbe35f113 bd20b5652eb72024 b4c75bf5aeea1355 b632c14069a4a9b7 ff2988b0f38ededc d43c27b9aeec810d 5ddf6d0c88713361 90b85cd23ff2e952 1f24baa171298744 b0720d9bf68ac813 8be675492f483dd0 4a25ddba459220b6 db47820b98d9022f d07ad26895f79982 6b3d03a5e76f1b48 cc447d5cc296335f 6cf7331850d090eb
WBjrlSXOnfHnnlg7,2847d798d19922a0 1f35ad5a36a0aed9 82d421f5aa9e544f 54aa49fed26839f6 126767b844599d77 74825779e7462944 59087d68e7fbc294 9c0b3f017bdc53a6 a6f60032776f749f 1ba3a2fc18475853 12c72947c3601256 7d97566576e0c867 2ec858eedab34184 3428868b6becea54 2c241b6f5b3f815e e4379215efd5d51d 4c2bbe1cfbc20951 b189f33ce12e2f51 5829e42f5f24c958 84d66720bd1f848a 74e88038b0a791bb 8e4b80ef581fb24b 897a84994280da07 394c3401119311f2 017bc205b94565c7 f607d3bd25bb9dab 8e8603945bc46c43 acdc6e7c8aabc5bb 59362a297a5e6f7c 0793a1941188d2cc 3f5f78eb4c5a109d 607acd266d942aed 939e883847b351f0 8264690b529a64a9 6e339aacc758da2c cef3b444561d8752 48b449485e9291b0 41b038db80f4360e e9e19dc094b10359 aa15dc7b5b3bd592 57c4df56accd04c0 33fd996948387a2e d009006cc25e5c3f fbb816c4160f5894 19a21d86babef81f f54fb6604dbe0297 118e8a59611294e5 7f3e5e0a3b1c32d3 1018c938c3f7937b 77fbcf30b5d060d8
oYqWCh99JgkR7j6Q,0ecc54344e57793b 793eb8d01255ca95 db6ffcafb526d96e ef8a360e5a2e9043 8cf740687a00c5b9 75dbb950212b41f1 db1665627637bf13 f30086d465004c86 43f85defd80f2fc9 3994e764aee025f2 f888f45c029e2bef 18b078ad463a7a9a 0e3449e1cf9658ad 5fdb5edf2947c383 e2905339d04e6baf 7efca01d3513699a 02cc401f5a8de084 642403b77c742109 7a5e83e1c6df467e 0aad6d16f12407c5 22c645714101cbea 5ee617ac44e588ff 881eed3896169d0e b745645dfa2f3c2c 94e8678d28dd8444 630ff3626bdb17e9 8f5f5f1b25da0f5b 214fc02702779654 7ea0536b4d1ff2be 95bb4fb7745d0036 46666d81d7f7ceb2 5f16a8166fac1ee3 c43f6cab41e5c8ef 00895cdf9f22d1e5 ecd1a5b575b7e6ef 62d7f7ea13c7a3da 850f324fc10137cc 7225b8b8df27e41c 281cd8e3d592c13b 17694abbe6c478af 053b72fbc30ae0f2 f6c637d76559cbca 3d2bfcd9ae2d5260 b13b3b792b057a3f ff798513e12da062 da54ca5fd68b96df 0dbd703524b9d9b4 f1040caa207fd26d 38f6222d1c3fb780 bca9e9c438388227
t2P75DbiAOVULnpg,9655ad5d41266a0d e0afec1ec2722852 8f62d3b5ad0e72ea d0e4506880817657 2e507a4b0f13d4da 29eab5c89565c182 d15feb874813bcc5 f6dee57f77558097 6861cbb5c631c869 28ea7e7948eed645 d83e8501e971c015 e0c274c187d95633 33af644689b1d621 fb3d9c5c65bf762a 3290b415b83bc569 1a8caac0667f989e edd8211c0aac76fb 3e44d8ea6122c378 8833cca1d9da088e f45f1e3ef36dceb3 8d348b9df58e56f6 8bc642dac28a47a5 0dc9665700018e7f 016d861f2825cc40 0d785d70cfec269d acd505de0c9bb6a4 db15543c9b682268 6c21da84212f1f70 8e59d09cda83c05e 9283cff74607813b 22e3649e1b63e34f 5ab7bed165ff25ff 50207dd46f67137a 8ef7ccb489a17e30 0222bb4c05032627 b9a50305c16ec6ca 9965deb254fea890 8eba34f04a0b7573 89a8367aec908786 540c9515396cae58 404e498bfec134da 7bf30e2156c20b37 2809c8b900941eb2 e114f844486f0470 b61835229ec7314f 0e418bb1a562ee3f 9a3d7a7e9ac63288 1e129a62571aad21 b960ca2bbcef6c6f 68bd13067eb46e4a
gIDhhlrkP97R4NGd,5c4d2ca5255b63b5 4d958739104ed481 c0d1cc6e7eb030c1 662fb14d306d3827 f23b53982c6a7f11 b0c0d0b8f5e98527 279578ee0d6e4bdd b8d8b006f72906a7 7684f29519a3c090 f051b1ebd65f894e 834e4c32cd41379f be3df9219cc44be6 4981b8bfaadd73b4 4a8d2437965d66a9 73c824b5f00b7f22 8f0e8831eb0d23f0 aa2c69b45752aa37 d781d14172973e47 9fbac46b92b90c40 b38b467c2e8a6a8d 6eba218131ba1c8d 7b5cfbd242cde8d3 4a8675a933e2123f ad58b0f5faefbb33 94c57c6713b36226 d4aa02f02d959569 0bdbdb1a844b538a 8ed58660d6fd9cf4 0778784d28be5b96 0ca5ce09a7a42b16 1efc81c529a41993 39d881e41b5c8d45 e99c3d08c81feebd dc8def27b6ea39d2 1109f8890a2a8a37 fdbe3685fdaa75e1 e32532d75593e1e5 bc970c71cad33f9b 4f3dea7f59b089fe 65ee369981de26ab 7f0acbdb16736d11 5b090047edbaf9d0 64da09559a798aff 6d1e660610866ee4 5a09d31b931a3a9f 6133de1ee3726d9d 4e0b5cff9000aa89 ede6843d674750d7 3d1d5b7bb94548f5 cbae358f0a928412
kiqkzuqIqcHy3KAd,b451dceb7db6fd25 6b1c0c4853abf379 d215df6d3a531565 d3853e70ddc9a0ac 737c9d6c7e1f8a16 f5834ad2ab6db3bf fedc290d697b49de 7388633f6b4e4890 b44d1172fa1911c0 96442aa43312a84a 8ac6e1ccb2d67cd8 939e881b6b015441 e65b5e8359c35e02 8c28a2f99ff6d2a4 546232df2e4764a2 c81c9612eb16f729 590143014a535b99 b2c5a1c225fcff2f 62e1fe68de7b8594 4935d530c6a047bf 557f3b45d612ad89 2166b569afdf6e3b b8b5ff2f0327d0c0 58d67419dc87725e fbd57b1b026ac1d7 44c4a6b3427618c5 9144f6c3adc86bad 7ff709136c5288c8 d5bb078fc8a45946 67f7577034270094 605f119b4283ce41 c331a5fec72c68dc 086c8f54194e0c5a 042c7d53e74b0c03 15333e109681f20c 4b70ba24b8c57f10 2059ba97af382ce6 692c6216c55298ae cc1341a1e5b4ab62 f95e2bf597df77a5 b737ec84717a0ed3 e4b7aa1fee943d60 f2db143de7a1086d de1566298e00dafb c73bf4f359b2ff9a 94c0bab725aca4bf ca0edbe00e191a5f a8c01f3717869b65 d7d04a68d5d4b3d2 6f69502e9909d9d5
QWkjfAL3j467LIvR,d5dfe5b847316837 0dde0ae15b516db5 093d3037bf07d069 dda1bc471b129fec 7fc3893a1fcf65ae 2cee8e78851a52f8 3e5cd12f49696bff e7241732f5279fc8 32f27a1e6127eef6 2b17010786319362 933280e9076af12d 175f3b1a5576c2f4 a77bae1df0b0b2c8 863fe6e7560185a5 f763e022da2f65aa 86c7abbe2a88d149 b3cbd39e910c42e3 b581776de2e6f6f6 6a34e04a4fa8f692 a58fc32b183b4d02 292a7bb0033988fd ecc2b48019bceb3f 3856ffb385d704f4 ea44b3f6c77d2518 57f17646a37a7f86 fb9e281468a4809f ba92d7c149f75d88 32f1a7050215a0d6 ec0c1785ce9ede5d fc03f19fdde554d8 e76647a3e5de5e13 61bc43effb6b0c42 e42bcb21a31af2a2 67f8532ab1cd6c9d e0c4e43e698e32c1 958be54c227da440 6d730a1a08723171 5314254c0d8c7ad9 aac5c2366d7ac7bd 5653bdd67f45fb7b 53a262c1644afa63 9a414d4b2519cd28 60559021f25e8ffb 5540ca49d457cbc0 4ce0959356bfcabc f79e4d4ec4d6e9c6 25d83945889cc392 bbcd30c154b9cd4a 9c41fe789f98d702 14e178d30d3985df
3Wp4ypP0W8vYTqFT,a84c88b0639fd649 fa38f5d5d75317da 9529f200d6064e16 4ae5e2aef335e05e 54b2ed3754ad7b24 9914b3d20d8e7c01 424e8c378707666a d0b31c411c314043 bf614ee2c6c16d34 9c986f4df6737777 6914e15a31ebb516 811b0d288a260a56 48ecf4f608db915f 6c61559d7c93f16a 1cb38453ae616ea1 f7e854a2a4946ca0 58d77ae38083a06e 2e4f95560254a5ce 55956847b870038a 1bbfd404e9d62d7f e42bcbe9b469795a 78a9e8319dccd88b 4aa97a28b94a6324 840e9ade4f07ce86 aa95b80e27031c67 b35eb3d3ab36dd42 4c2b4b7f5515081f e38b199586958d48 54f8e6bbe56d52a6 d2c1172b9ba1bfcd 0680e1fa407be966 79329c92076416c3 11d03a9383aeb86f 5018916be71b2389 ce071e897cd1181f d088aade3e45083c 23263f7a5c04efbd 3d2103612e2c8dc4 616d0987dfa6f918 4114792a267cc7a1 b8294dca26db7f36 dd703426b9179257 6ad7306589cc6f0e 1d7fcbe176db8ac7 d0bf738e9056d35e 37dc15e1fe20718c ab01be0461fe4ba4 04b968deae91a382 c8927eb3314bb7fe 7eea27db9c957c51
9kUhG0qGnutMKTXK,fa2d0548bb967d16 c7bf1acba441a561 1af7bc52c0f3471b 04ab8a8cccd7cf84 139e6379d6d0c8e1 cac09ea318150050 48d10d98f962e693 8f493ab354d72e6d e50d1aaba50abfb2 c2ece59e35635baa 9d5615f93555c39f 9778a07ca19e2be0 4d04c8fffd9de576 90c78391668c2701 37aaf2d7b7de0043 4d0fdc1513addcbf 307f3b573fe6a7d2 e383e4a73c0d33e2 1c0564d21479dba5 78d0125573a7e0c7 b8796bbac004b552 9a696e9bd9b885bc c7f2e116853ff2b3 bc7ac568ae20624a 638be67319da9c39 1f66f8354740eba0 1c6cf7f936ac7b60 8b24cb2ba60269ce 322f2ceb423e0198 d3b5ab228c94ca75 88f3356c2df2819f 7bb3ddbd6f556eaf 69801cabe14f30d9 130ac5f293466681 2c527f56f0bccc26 53631bdbe37f456f b338b515e346347c dbb7912024050935 d539e5153ff76e87 bdae40e272b0196e b4542da7c5f02901 23060a9021eaad72 ae82cf83c4911062 62d21a8732cbe05e 8461420d022d203b e1d31cbdf9c22b95 e9cf8e8f19987c60 e4e92380ea8f078a 6ce436f4878f1604 dca24e1b01d272b7
5wtcaZlCiicymsIy,4d2e9b6555c2ef7d 699a84aa3852728a bd9446c11876c5bb faa8ff70188c0d58 415395d30456b436 c9c94f919a080338 ce911349f25b1562 0ce3386cbcc65c67 5d67f61b4d33f9bd 79e6b2271edc70a7 9d58d0577ba6f961 994a62654a682865 06a0d7803e987c31 2be54bef434f441f 340d92bfacaa52f8 d957aeac3792d413 e8f805c4dc0bed7b fbde7873b39d4919 1525707946778b26 67247a017da0ed7b f502fe6747341135 0b782c38969e9205 79f846880ffc81b8 673d8749cac5790f 2c46dbca3605bdf9 fd478e94c0137425 fcc6af2f3ed41b75 43ab252ce1ed7c82 b064f295e6038c08 1079eb76a40c9f40 09116f25323a1889 7fb8f0d3efadf430 269225d5ea715cd6 1a0d8c196158f9c3 f8e982cd3c446ebc edad3ce65d449d1e 083168fd465746d5 4a0fa619546dd099 2ab5ccca4a2c0c09 2e9414779a492aae 327761d7e2aeb4e1 7b5fa03853eb183b 47e6f34cea4a7ea0 e507eaf0a510431b b7876a9b29c8ee55 4a6cb84e29f74377 4236ac049478484d a5d0ef66761164c0 cd34902e593dbe50 a096c69734c71588
mikHI6CNWMPU8RGN,4263f510b997f081 9e89b68ffe479176 e25f9e534ac90363 1cb74df5cda2b644 11f806ee817945df a934a461946ea12a a4cd4580386f7a57 f76691890a1cd9ff 81c38bc0283eaf01 573d30b50885ff97 ce0894a60cf34027 b95d4fe9e40852c3 083907e91659b2bd 51939bd57cc6ada4 5ca95ff3a65b7687 7350a82eb74371e7 63be3faf7875c3f0 157f50a2752d1a70 e0d7891bd5fda101 43f5e7dd427dc81a 43ab74e14a7144a5 e75a914d8926afce f677938d86b4b659 09a1c78c438db09d 8457c93845849cd3 3720bdd4e0c50875 02ef1f3ef01e1505 c5849f306235bd7b 3722916fdfce9ff9 5674fd72f491400c dedd51d4030bbf5a 4b08da10588297c3 a845a1ac1e31f535 67f15871862d9704 9412d6d9c8228a46 1c1cb2d8b15a2dfa 9b904d569e6f8441 0fe28dde7f926a05 d48da18b7122dc74 567ac1bccac05080 25eabcd55f66fa9a 12bb2908a9c71c47 1d237a7d4a7b4eac 837a232cfb8fcd05 9b47ca2fd9905156 ca32efc6e6a6eed8 8dd9d7c6cd554d50 48ff3660fb498259 b04b6cc268bdfed2 c4af19bd0f625cab
i7sqap5TM0TBVqxE,9791ca8b3a09734d 40c83c77b24c1e79 f20f9e3c478b609d 5b54b27153e5f8bf 4766c34bfbbb3fdb 601d6523969b909a 43714a0d2303af16 aecced9e39886328 b006ad318797c000 9ce9d448b95be614 76e5293d8425e1b5 f93d071e46fcf1cf d525255df5b7b47b ad9c5054b8a57f0d e2a8c3132210337a 5048adcb70deaa64 b684c47f4d9a1e1f 4471afc68f57a5a6 285d2305cc5df775 4088483d9df5b065 9079082652759f67 8183b31b76dc5eba df4a63fe222a1854 ad99714e589cc577 fa0de56223bc0e11 c5bd9ac4b13f5ca7 14ee2b41cf77cbed bcf12471d2ba9070 50e9c9385204aeb5 9cc61b1bbb6979c1 9318cb93e25ce07d 7b8a01a93e76b930 17521ab0d28834cc 4934aa79e50fecfb 8055ba3b6ca0a91f 25e77a8083800be2 27fc1d5181f4c8d9 f43f078045aded70 d260dde35186bd9b 2e716c0b46074a4b 08f05701a2f2b1c1 8ee25375204eaa97 248d4499da45c53e 9cacb5bad0c815bd 896377e7729d5c65 f23629fcfe1a5570 df23f8803cb2df41 47db5d4e9d3e7b54 97ca0ef4a1ee92a5 f5767461134e59af
N6gkzIlmBwUayynj,8658dc3625ba408c 3fbd186968ee63e8 3c735b94cb3ff87c a8aa81b9ddaae0f3 05e8ce5db0e785a8 587c9b236e1962d4 221241d8f1634716 26efffbcaa3f38ee af2bcf7fa0c651a6 ac73c3d4718a7e0b b260fe30274d893d e79c292ae6344ed5 17c86584e878a578 9c1c7a6e77de4501 3959213b5ebd5686 f6df3edf65b14490 151e0cc8f9542f18 8909d1d77964c3e6 d7db46a33dbd9300 2350f7cbeb3b9a30 f514e5ec189a8d19 6db271880872ed5e 99a3407de141f5c7 060d7a79b621b3d8 a974266bf5f4f848 376b05625c1daf16 9e9ea6cc0d3b9535 11a534aa1a28bc83 6a5114a067afa404 43e6e3bca444c75f 0195a963a0c92b54 d1cd339f3b1840c6 d3094a9bd723d5de b5b90107a63b12bc 4369a35c3f6c337e 590590aab9790258 20e7993934f42b46 540a08b119043e51 0b1dade0a6833db6 3724eb3583aa46fa 31aeb276eeed2ab0 bdadce24b452dc6c ae8801abcc6a7e17 d616529db39a60a2 2ee10a7c4c00ee73 ba567955329071d1 a374fa84abd76591 db43e0856cd2eedf e099fa31801d932b 0a4c65ae53be197a
vplsc8aHsinLSrLT,c19f2032c31b4824 71ca172ef4f0eb5c aab60f2ce985eab6 b23b292769c84fd7 7b949f49d298a0ea 5d1aca77673dfc8e be75b520cf78014e a3bea76730e661e1 2f58509fce4eb4b4 acba4899324dde0f 27876d10df51ae96 dcdaa7dc332aaa82 bb031e36d9f6e1b6 819757f8f927f5d7 1e58f230ccd282da e4955d61042a3b9f 5f6b5cd9fc535bb1 aa89f09a57e6bf99 eb652b00feae5e53 c13b1c3add65e94d 5209b92193afc7b2 ef468dd8aa1d2933 35e95057d35b7be6 5c6dbdc334465fd2 549ccc9038b46163 a00c857b3e5e12be b4896413af381c49 86587a800c93b56f f22fd24edce8852a 6efd9203f7c33297 f070699196c11b2f 66472b4f4ff8bc3b 91105c0c990c79e4 8e8e6450d0db628c e0a2c9ad257dae36 c60b3fe65022e599 b38078353865fa2a a032071b7f323737 747abdab181f7c87 c1d0fe60cfb6e0f6 a99181f307220c40 4195f106cfcc19c5 0cc453bbd8bcea07 529209ee8439917e 746ede8b1db52551 015c0ba2e56dcc84 dbb855a5b41d4056 743b8b37259255df 3c291a3eaa18365b fb710048e455ca10
ne9bJeMH7KL5EYZQ,e7b492d1d096c106 068006ff55aa0c95 feba47e4bfc43bbf 8dcad15f183e955d 1eaeead8aa96724b 21e801f3648d27bf f9fcc4b98a9d102d 81d041a3157aaa41 a17d55e19aae503c cdf0cd6752bb6542 61cea8ed49535bae d76022ed951eed21 5e0876202185139e 70e31bdad2d034cd 01593ceff8afb2a3 ebaae39ca9fd6ed1 14906fd072100395 c6db8dbef8dbd1ef 40852e22583f56cc 2351e0b9940d9e28 5d72f33d1c7dee7e b74227ccb11fc113 55ec1bdf43081fb6 1ce325c67eee7d9a 7e7955617ee2f71c bd8d332d6f685061 90e4e1c5721608e1 ef240a77ac35f79a f95413f800b72029 5cd0d1abbe3a38dc 72c7a64d3ec7d723 0bafd5197dd8c629 e56c9e61ebc6c958 0a2265369eeabfb9 23fbc4675f6aebf5 79b7616e248eada0 8b0087f98162ed0a d9a130df14ddea92 cb084381f39ac594 ae835e0fc78af170 2b1292544ba6c6ae a0a387ce1ac24b84 84a8491691710c4b 0a04814b21fbc4af fc9512e76ddd1e27 29114bba8097ff2b 93cbca5fa0a08ec6 18be618041be15fd 12a2989b18a5e426 17d4d7247aeee3f2
0PC1PTQe6YNgE2D1,1055fbd5036a22af 4aa253e70305fee4 7a31bdee7f2c62fc 092877fc4f5bd3bc ba51e84a8d54a5fc 1e2db2933607eff4 b22a57d7335fe064 e22c5317a6dfa581 ba5665d933d4f938 7b5d2322d5924b7c 549cb20372ba18f8 65fe6d7702d1e21b 2e7a7374bdd30aae 3f920f7e020b2061 e24d39c81e417a5e ec280bbb54f5d718 6dcd976b1bcb7a97 89cdc5bc8344250f 4cb4975d277eb4c6 c2a5dcd29d5e3dd6 e203cf80d3c24599 d333824bb4e2612e a0d9d7a40de86e81 5742b593c022af13 95bdc0d574718fdb 5edcb362981b23e2 bf0a1bc2e5b822d2 73a2409d758bf82b 110420ff2fe83279 b9ef657519a124b0 0b0f6d96904ae7d4 620d0258528f66e3 db4370291de2810b 2e7d0a55072c611d 94eddb339002b5ae 989d1886f97ad6fa df1006b1874db608 f9fa1a1b567e5573 e2220017ea1ff07e dfea730e4ac94d28 96078939a485c905 4323f06551fec0bb 266225e16302896c 8fadd26d058a362b e19a2cb1d4614379 ab3d88e029ed249e 3e97b0bae6c65a7a 766f939360e77523 9a9e10aee534d94f b070a161293bdf44
UJCjctucYAMIoIOm,f596f4d9523faa37 881f1896449c1e76 506e95a672a6216b 902e275f8e4c0e11 f3d4c895c0d49151 0d756cd9c478852d ecff990e06bca618 d510bdacf25961ee 96e8a6d782c53eb8 987a0b2690ca55e4 95c5a7e5a36f8947 2bffaa53ddc14204 4966d158f2a63941 dc32ab6fd57ba3b1 1fc3377f50c55a2d 0499c7fd9a953b85 4c62cc2971024b19 a0f71857269c673c 7417584a091d890e 0910cf554acdce12 1512de16bb7a131e fb6daeded6ea443a 9d13bd743d081e56 5ece1488a1b23e44 48556dc3c2caec7d 93e4417b34a3b556 f833d89571849ea8 51a23439ab797bd2 0b4570cb8f685845 4543ea8428a68719 4670d58c81cf985e 4a4c52ff87e803e4 557d2622ec190e69 87a868f58eb3f7f5 b9c28ad16e387cf8 1470f6afa0f4fd93 1dd9b2cd9d6bf126 27c1f1465dc2bb5b 0e54777bacddf829 c81a2febb708e5a7 c9a2d248486cf6fb de7ce7b3fe6657e1 b876ba9ce8d53d31 0bb15d8736574836 f1c933562243e726 9bebfb5398629018 8916d6820ec95bc2 3684ab3fc795d154 56f04797843cf254 8d7a7f557206dfe7
cgfNyvIsBMIacdNY,a2f3377fb90026a0 64bf4f87f26c05e4 1bbefae17e143cee 1bcd126c09203066 5882580440584504 b02631a6b39f50c3 6381605f8e5f6a04 0174121fa5bc2a6b 08d84842eca3d177 ef1dced1236e998c ccba632fb3881d04 da58b3be9b2ff10e 94c3f54985724e22 87244c773f7271b2 6b41ef9c197589a1 5d96e956d54a2e27 72d823df67153e24 ccc7b6286462e20d 8ef058838f406a11 85b49ced681d7c68 fc8f8596a15ad639 555e1dee843de9b9 051cc80ee8341b3a cfaa0219ab3ed9a9 68a3ae17f648cb13 827c5ea03bc9afb1 f08442f998e55f47 87e9b95a82808268 84aec997533a177e 7b68f32decd76fe2 6936489edcc29533 ecf904340e57032f d1ccea57382d2923 d7053ae72a9dc48e f7da180e363a9260 96d4668b8e71c9b7 48559241a7ca10e9 77116269d1957b49 54ea92cbfde2747b e22035313e951983 17d4a5d8bee50a4a 9fb3dcf1d22e5b1a 9b9d374b686fc3b3 01e60a20f0a8e895 6144870d4f7f569c 1d9ac4000450932a 622e079ce4ac7aab 0145c2e054872901 bc1d38b73c4c86cb cd872dffe5fe50de
EkKSDx2gsPlzYJIT,32c039fbeba966f0 228871e2d8b55a9e 37ea977402d1b725 d7d788840f2098e3 0d8981bb86ec9a99 6403a34c0b342dda 5790781dc742ce2a bfbebfc25101b4e5 c9acaf5cde2b5762 93036ed994112867 71bc8ae010fb9ae9 82dc644950ce0c60 a8583d8c67ea42e2 d7f7d1e67708cc95 2b3c2e174db28bda e20af82889bf46c8 7322dae2621052dc 92a2408ee090967f 0f77bfb64881c0a6 856612b59654788a 84a3df485fffe50a e28f4e3e59d5aa24 e8d7dcd10c113a3d 0045f7ab4aab73c0 18f2a8605341ab3a 2b14967220058c68 8a74aebd822c4922 2fe87150c7c6502f 764458ef307cabf4 cd03f8f021c1f4c8 fb15aff74c91d6d7 a916a46d13065c4a 191ca6ec61786767 9950254675ec99ac 1efaa919ca5380fe 278640a69372a61b c77b1e24d5bd2cdb 1f6f03d720290bbc 597842c46e1c9868 aeb0d4439505ef57 a5d09f6046edf9f1 3a3b60b43fe9ffff 7b06683af52fcd7e a2f9a165b51db883 fef211588428c0a5 aae4665fb46f9fe0 bb2af44f3c28366d d5ea99cf2ece992b 301e864f42b1c39a 0f8b0a860191e451
spFcq5EpL5ypXo0L,3c5c0ac8200f5634 16afd492295d7837 f4463d68517352a1 bedba52576a5f563 790fbc101256a12a 026e270ecdf1b738 ea16c414d37c4ea0 5d6dd791ac320e28 445b65485b3ae097 beb1a5b1acae5e7b 901e0879fded8496 5a9411321ab5d049 2762a61cc6ceb3d6 7be7cfe6e9330e3b e43f0b3f90167409 d35490166867089e 18e15205cb14be6a 6a6a5979c3766686 fe2974f86d301973 619d157e17f38a07 7b4cd03e7f806bf0 2ca590c4ed9a2827 997cf05c3c773ac5 ccb6589c6c01dd43 93f3b0de6aec350a 442fe3bcc09e743a 3ec79c38c16e0703 16ec0cd1ca945ec0 4d9836f4f38f4ea7 2b02d0a0ee7f9832 dfa6f06d2178e82c 0fc3780dddc41cdb b8aabcaecaca729d bf455d563e48293e 2e983eed333c9388 3bacaed6edaec0b0 7b2655e0a7354930 8ae9c19705716352 4af55bfae13cf4da dcaf7cb78112e1cd 034ecd8752139e8f 2848c0799070d13a d022e3577ae5fb3f 7402dfbff7427765 9f9a989820860404 81cc137a30237dd2 d724afa6d378a7f9 1a52913825216274 71c6acbfa9945dd1 0979bf83ab4fdeb8
uw9mUXMeZlgdrl30,ae6021ebd5b950bc 022400c1dd5a16f1 d2973fd8b8857caa b575cf6612cf67ef a1e8080156f61ab4 fd4223755d8b385a 1772ae077aabc204 9f3631f6209ef1cf 616132788996f8ed 7dbd9488e223fa25 8ab7155e019568de a7db9719dfe495c6 4457382a765d8ede f20d3b2e460eeef7 310513d5bd889312 2df6aa9e33bf5fa2 e09b8f5ac253c362 84677802b52d81ad a7bb89d79c839ded 6774b238eb99384c 6796c2e00d03e1b0 664e8b8f9df3ba0b d9efee56911998af a6e4758d356646ca 1c2c0958d1c226d6 448b048a74411ff0 d988a948b84b0d86 c1c20cc243d7419a 4cd14b18c9ddb47d 74a54ff4c1adf5df abee8c8b7fcc1bc5 73c64156bb794831 8aaf74907e9e5147 f31457b6d8af4584 78a0812c73465f61 ecff9ca740cda30c 7640e5a86334aaef a79dad7d25025045 2a9be30d0aef5cfc 02a1cb507070d6cc 7b1da0135682a950 8bf02139da5c6134 88bbe080c2754e03 3963b773800060d6 d1887a85fb24415f d9398e990cd1690f 449ddd85483fcb08 5c7c3d255d865002 2a779ae535dd51a5 967bf157f8702885
xg955otugvREiyq4,d326fb69f1881016 c87ac8ef39e95fc5 1b80824929e0582a 14e1af92d2dc425d 3ff279bdffaf0b83 04d1bcd6811ab714 199a462fdd552001 fc5ac7ce3390c268 9c1ace5014a49abb a151cdcf9e5d2115 533dab15d67aaf31 27c693ea6cb0f571 f921aaacca2524c6 6f2278ae6c823262 c84b07e49a090014 6c0e5d0ceabc4aee 3147b945d903914e 93928e562fe3f402 6d9617000fc6c5ba 53ec910b0207e68b 0081e5c6188ee9d2 7854f1026b5db71c c87a12a7fd8baa43 dadbe452cbea6b3f fe64d5c5e5d04edd d5c9b91db34a5a11 a706c1cb2c3eabaa ffbe6f6c4a1a651a 59a68cff757e5de9 3377d6808db53063 b7e40aeecf237af9 317273ee5bb1f751 234f43219c7adf41 1feaf17f2543bc02 fc7f333e26dd5a45 1a6766d33e411a0b a850d3d2b80425f8 88d508d7024c12ba a98d251016216a07 249ad9bad7025813 152174a7e0bd9769 ef43b795cb41d43a d03ba2978276b60b 99c73c76da23167a 3ca8d10823ffe247 c70d93c44d159768 f6e13fa7b52b8288 763905cebd1e8108 f97629d1b696b794 ee331a5c11488b02
